State,County,Year,AgeGroup_Zero,Population,Total_male,Total_female,male_percentage
VA,Amelia ,2018,0,13057,6435,6622,49.28390901
VA,Amelia ,2019,0,13145,6483,6662,49.31913275
VA,Amherst ,2015,0,31836,15475,16361,48.60849353
VA,Amherst ,2016,0,31887,15421,16466,48.3614012
VA,Amherst ,2017,0,31863,15466,16397,48.53905784
VA,Amherst ,2018,0,31684,15425,16259,48.6838783
VA,Amherst ,2019,0,31605,15360,16245,48.59990508
VA,Appomattox ,2015,0,15492,7522,7970,48.55409243
VA,Appomattox ,2016,0,15528,7546,7982,48.59608449
VA,Appomattox ,2017,0,15723,7636,8087,48.56579533
VA,Appomattox ,2018,0,15881,7713,8168,48.56747056
VA,Appomattox ,2019,0,15911,7719,8192,48.51360694
VA,Arlington ,2015,0,228548,114227,114321,49.97943539
VA,Arlington ,2016,0,231259,115703,115556,50.03178255
VA,Arlington ,2017,0,234647,117387,117260,50.02706193
VA,Arlington ,2018,0,236025,118296,117729,50.12011439
VA,Arlington ,2019,0,236842,118687,118155,50.11231116
VA,Augusta ,2015,0,74292,37622,36670,50.64071502
VA,Augusta ,2016,0,74834,37965,36869,50.73228746
VA,Augusta ,2017,0,75177,38129,37048,50.7189699
VA,Augusta ,2018,0,75535,38320,37215,50.731449
VA,Augusta ,2019,0,75558,38356,37202,50.76365176
VA,Bath ,2015,0,4460,2244,2216,50.31390135
VA,Bath ,2016,0,4409,2222,2187,50.3969154
VA,Bath ,2017,0,4266,2150,2116,50.39849977
VA,Bath ,2018,0,4253,2137,2116,50.24688455
VA,Bath ,2019,0,4147,2099,2048,50.61490234
VA,Bedford ,2015,0,77629,38303,39326,49.34109676
VA,Bedford ,2016,0,77993,38458,39535,49.30955342
VA,Bedford ,2017,0,78378,38697,39681,49.37227283
VA,Bedford ,2018,0,78882,38866,40016,49.27106311
VA,Bedford ,2019,0,78997,38873,40124,49.20819778
VA,Bland ,2015,0,6532,3587,2945,54.91426822
VA,Bland ,2016,0,6472,3552,2920,54.88257108
VA,Bland ,2017,0,6354,3489,2865,54.91029273
VA,Bland ,2018,0,6303,3452,2851,54.767571
VA,Bland ,2019,0,6280,3444,2836,54.84076433
VA,Botetourt ,2015,0,33380,16534,16846,49.53265428
VA,Botetourt ,2016,0,33252,16473,16779,49.5398773
VA,Botetourt ,2017,0,33313,16513,16800,49.56923723
VA,Botetourt ,2018,0,33352,16547,16805,49.6132166
VA,Botetourt ,2019,0,33419,16594,16825,49.65438822
VA,Brunswick ,2015,0,16845,8993,7852,53.38676165
VA,Brunswick ,2016,0,16618,8875,7743,53.40594536
VA,Brunswick ,2017,0,16570,8824,7746,53.25286663
VA,Brunswick ,2018,0,16336,8730,7606,53.44025465
VA,Brunswick ,2019,0,16231,8701,7530,53.60729468
VA,Buchanan ,2015,0,22752,11557,11195,50.79553446
VA,Buchanan ,2016,0,22212,11312,10900,50.92742662
VA,Buchanan ,2017,0,21604,10915,10689,50.52305129
VA,Buchanan ,2018,0,21369,10812,10557,50.59665871
VA,Buchanan ,2019,0,21004,10638,10366,50.64749572
VA,Buckingham ,2015,0,17017,9340,7677,54.88629018
VA,Buckingham ,2016,0,17051,9365,7686,54.9234649
VA,Buckingham ,2017,0,17038,9417,7621,55.27057166
VA,Buckingham ,2018,0,17043,9395,7648,55.12527137
VA,Buckingham ,2019,0,17148,9417,7731,54.91602519
VA,Campbell ,2015,0,55356,26846,28510,48.49700123
VA,Campbell ,2016,0,55419,26858,28561,48.46352334
VA,Campbell ,2017,0,55326,26818,28508,48.47268915
VA,Campbell ,2018,0,55137,26765,28372,48.54272086
VA,Campbell ,2019,0,54885,26668,28217,48.58886763
VA,Caroline ,2015,0,29900,14740,15160,49.29765886
VA,Caroline ,2016,0,30099,14807,15292,49.19432539
VA,Caroline ,2017,0,30432,15021,15411,49.35922713
VA,Caroline ,2018,0,30751,15216,15535,49.48131768
VA,Caroline ,2019,0,30725,15213,15512,49.51342555
VA,Carroll ,2015,0,29870,14750,15120,49.38064948
VA,Carroll ,2016,0,29789,14749,15040,49.51156467
VA,Carroll ,2017,0,29812,14790,15022,49.61089494
VA,Carroll ,2018,0,29741,14732,15009,49.5343129
VA,Carroll ,2019,0,29791,14782,15009,49.61901245
VA,Charles City ,2015,0,7046,3464,3582,49.16264547
VA,Charles City ,2016,0,7034,3418,3616,48.59255047
VA,Charles City ,2017,0,7026,3403,3623,48.43438656
VA,Charles City ,2018,0,7000,3396,3604,48.51428571
VA,Charles City ,2019,0,6963,3375,3588,48.47048686
VA,Charlotte ,2015,0,12179,6036,6143,49.56071927
VA,Charlotte ,2016,0,12119,6011,6108,49.59980196
VA,Charlotte ,2017,0,12077,5994,6083,49.63153101
VA,Charlotte ,2018,0,11944,5918,6026,49.54789015
VA,Charlotte ,2019,0,11880,5887,5993,49.55387205
VA,Chesterfield ,2015,0,334915,161434,173481,48.20148396
VA,Chesterfield ,2016,0,338479,163265,175214,48.23489788
VA,Chesterfield ,2017,0,343276,165542,177734,48.22416947
VA,Chesterfield ,2018,0,348281,167931,180350,48.21710056
VA,Chesterfield ,2019,0,352802,169919,182883,48.16270883
VA,Clarke ,2015,0,14239,7084,7155,49.75068474
VA,Clarke ,2016,0,14294,7092,7202,49.61522317
VA,Clarke ,2017,0,14454,7182,7272,49.6886675
VA,Clarke ,2018,0,14511,7225,7286,49.78981462
VA,Clarke ,2019,0,14619,7240,7379,49.52459129
VA,Craig ,2015,0,5136,2560,2576,49.84423676
VA,Craig ,2016,0,5120,2551,2569,49.82421875
VA,Craig ,2017,0,5062,2507,2555,49.5258791
VA,Craig ,2018,0,5102,2535,2567,49.68639749
VA,Craig ,2019,0,5131,2555,2576,49.79536153
VA,Culpeper ,2015,0,49551,24772,24779,49.99293657
VA,Culpeper ,2016,0,50319,25107,25212,49.89566565
VA,Culpeper ,2017,0,51235,25616,25619,49.99707231
VA,Culpeper ,2018,0,51795,25894,25901,49.99324259
VA,Culpeper ,2019,0,52605,26266,26339,49.93061496
VA,Cumberland ,2015,0,9756,4698,5058,48.15498155
VA,Cumberland ,2016,0,9745,4682,5063,48.04515136
VA,Cumberland ,2017,0,9828,4759,5069,48.42287342
VA,Cumberland ,2018,0,9857,4762,5095,48.31084508
VA,Cumberland ,2019,0,9932,4805,5127,48.37897704
VA,Dickenson ,2015,0,15201,7665,7536,50.42431419
VA,Dickenson ,2016,0,15014,7599,7415,50.61276142
VA,Dickenson ,2017,0,14722,7440,7282,50.53661187
VA,Dickenson ,2018,0,14526,7364,7162,50.69530497
VA,Dickenson ,2019,0,14318,7292,7026,50.92890068
VA,Dinwiddie ,2015,0,28148,13702,14446,48.6784141
VA,Dinwiddie ,2016,0,28468,13886,14582,48.77757482
VA,Dinwiddie ,2017,0,28630,13999,14631,48.89626266
VA,Dinwiddie ,2018,0,28633,14024,14609,48.97845144
VA,Dinwiddie ,2019,0,28544,13996,14548,49.03307175
VA,Essex ,2015,0,11096,5203,5893,46.89077145
VA,Essex ,2016,0,11077,5190,5887,46.85384129
VA,Essex ,2017,0,10969,5154,5815,46.98696326
VA,Essex ,2018,0,10896,5118,5778,46.97136564
VA,Essex ,2019,0,10953,5133,5820,46.86387291
VA,Fairfax ,2015,0,1140401,564731,575670,49.520388
VA,Fairfax ,2016,0,1144188,566923,577265,49.54806378
VA,Fairfax ,2017,0,1148728,569427,579301,49.57022028
VA,Fairfax ,2018,0,1148463,569834,578629,49.61709694
VA,Fairfax ,2019,0,1147532,569629,577903,49.63948718
VA,Fauquier ,2015,0,68423,33861,34562,49.48774535
VA,Fauquier ,2016,0,68805,34019,34786,49.44262772
VA,Fauquier ,2017,0,69547,34392,35155,49.4514501
VA,Fauquier ,2018,0,70642,34968,35674,49.50029727
VA,Fauquier ,2019,0,71222,35213,36009,49.4411839
VA,Floyd ,2015,0,15548,7837,7711,50.40519681
VA,Floyd ,2016,0,15677,7899,7778,50.38591567
VA,Floyd ,2017,0,15758,7957,7801,50.49498667
VA,Floyd ,2018,0,15790,7943,7847,50.30398987
VA,Floyd ,2019,0,15749,7931,7818,50.35875294
VA,Fluvanna ,2015,0,26133,11870,14263,45.42149772
VA,Fluvanna ,2016,0,26187,11961,14226,45.67533509
VA,Fluvanna ,2017,0,26480,12049,14431,45.50226586
VA,Fluvanna ,2018,0,26898,12254,14644,45.5572905
VA,Fluvanna ,2019,0,27270,12496,14774,45.82324899
VA,Franklin ,2015,0,56227,27662,28565,49.197005
VA,Franklin ,2016,0,56158,27645,28513,49.22718046
VA,Franklin ,2017,0,56315,27720,28595,49.22311995
VA,Franklin ,2018,0,56191,27655,28536,49.21606663
VA,Franklin ,2019,0,56042,27565,28477,49.18632454
VA,Frederick ,2015,0,83493,41571,41922,49.78980274
VA,Frederick ,2016,0,84638,42111,42527,49.7542475
VA,Frederick ,2017,0,86456,43083,43373,49.83228463
VA,Frederick ,2018,0,88173,43978,44195,49.87694646
VA,Frederick ,2019,0,89313,44495,44818,49.81917526
VA,Giles ,2015,0,16762,8220,8542,49.03949409
VA,Giles ,2016,0,16827,8249,8578,49.02240447
VA,Giles ,2017,0,16754,8264,8490,49.3255342
VA,Giles ,2018,0,16799,8279,8520,49.2826954
VA,Giles ,2019,0,16720,8267,8453,49.4437799
VA,Gloucester ,2015,0,37010,18204,18806,49.1867063
VA,Gloucester ,2016,0,37114,18334,18780,49.39914857
VA,Gloucester ,2017,0,37295,18422,18873,49.39536131
VA,Gloucester ,2018,0,37341,18378,18963,49.21667872
VA,Gloucester ,2019,0,37348,18387,18961,49.23155189
VA,Goochland ,2015,0,22165,10938,11227,49.34807128
VA,Goochland ,2016,0,22485,11048,11437,49.13497887
VA,Goochland ,2017,0,22703,11130,11573,49.02435801
VA,Goochland ,2018,0,23219,11375,11844,48.99005125
VA,Goochland ,2019,0,23753,11660,12093,49.08853618
VA,Grayson ,2015,0,15959,8208,7751,51.43179397
VA,Grayson ,2016,0,15867,8160,7707,51.42749102
VA,Grayson ,2017,0,15697,8093,7604,51.55762248
VA,Grayson ,2018,0,15635,8048,7587,51.47425648
VA,Grayson ,2019,0,15550,7995,7555,51.414791
VA,Greene ,2015,0,19183,9379,9804,48.89224834
VA,Greene ,2016,0,19309,9449,9860,48.93572945
VA,Greene ,2017,0,19593,9579,10014,48.88990966
VA,Greene ,2018,0,19692,9605,10087,48.77615275
VA,Greene ,2019,0,19819,9649,10170,48.68560472
VA,Greensville ,2015,0,11786,7435,4351,63.08331919
VA,Greensville ,2016,0,11500,7238,4262,62.93913043
VA,Greensville ,2017,0,11569,7302,4267,63.11695047
VA,Greensville ,2018,0,11432,7187,4245,62.86738978
VA,Greensville ,2019,0,11336,7123,4213,62.83521524
VA,Halifax ,2015,0,35103,16790,18313,47.83066974
VA,Halifax ,2016,0,34990,16764,18226,47.91083167
VA,Halifax ,2017,0,34575,16577,17998,47.945047
VA,Halifax ,2018,0,34181,16379,17802,47.91843422
VA,Halifax ,2019,0,33911,16258,17653,47.94314529
VA,Hanover ,2015,0,103071,50624,52447,49.11565814
VA,Hanover ,2016,0,104290,51149,53141,49.04497075
VA,Hanover ,2017,0,105674,51819,53855,49.03665992
VA,Hanover ,2018,0,106886,52333,54553,48.96151039
VA,Hanover ,2019,0,107766,52782,54984,48.97834196
VA,Henrico ,2015,0,324375,153676,170699,47.37603083
VA,Henrico ,2016,0,325931,154403,171528,47.37291022
VA,Henrico ,2017,0,327559,155468,172091,47.46259452
VA,Henrico ,2018,0,328993,156120,172873,47.4538972
VA,Henrico ,2019,0,330818,156970,173848,47.44905054
VA,Henry ,2015,0,51940,25055,26885,48.23835194
VA,Henry ,2016,0,51645,24878,26767,48.17116855
VA,Henry ,2017,0,51346,24721,26625,48.14591205
VA,Henry ,2018,0,51050,24540,26510,48.0705191
VA,Henry ,2019,0,50557,24315,26242,48.09423027
VA,Highland ,2015,0,2196,1098,1098,50
VA,Highland ,2016,0,2210,1111,1099,50.27149321
VA,Highland ,2017,0,2217,1106,1111,49.887235
VA,Highland ,2018,0,2208,1100,1108,49.81884058
VA,Highland ,2019,0,2190,1086,1104,49.5890411
VA,Isle of Wight ,2015,0,36159,17707,18452,48.96982771
VA,Isle of Wight ,2016,0,36326,17798,18528,48.99521004
VA,Isle of Wight ,2017,0,36571,17892,18679,48.92401083
VA,Isle of Wight ,2018,0,36972,18092,18880,48.93432868
VA,Isle of Wight ,2019,0,37109,18186,18923,49.00697944
VA,James City ,2015,0,72819,35132,37687,48.24565017
VA,James City ,2016,0,73930,35609,38321,48.16583254
VA,James City ,2017,0,75274,36307,38967,48.23312166
VA,James City ,2018,0,76033,36759,39274,48.34611287
VA,James City ,2019,0,76523,36985,39538,48.33187408
VA,King Queen ,2015,0,7085,3583,3502,50.5716302
VA,King Queen ,2016,0,7054,3597,3457,50.99234477
VA,King Queen ,2017,0,6999,3557,3442,50.82154594
VA,King Queen ,2018,0,7045,3573,3472,50.71682044
VA,King Queen ,2019,0,7025,3580,3445,50.96085409
VA,King George ,2015,0,25414,12775,12639,50.26756906
VA,King George ,2016,0,25947,13146,12801,50.66481674
VA,King George ,2017,0,26337,13352,12985,50.69673843
VA,King George ,2018,0,26612,13469,13143,50.61250564
VA,King George ,2019,0,26836,13586,13250,50.62602474
VA,King William ,2015,0,16282,7981,8301,49.01731974
VA,King William ,2016,0,16405,8014,8391,48.85096007
VA,King William ,2017,0,16684,8133,8551,48.74730281
VA,King William ,2018,0,16919,8271,8648,48.88586796
VA,King William ,2019,0,17148,8388,8760,48.9153254
VA,Lancaster ,2015,0,10825,5115,5710,47.2517321
VA,Lancaster ,2016,0,10771,5067,5704,47.0429858
VA,Lancaster ,2017,0,10725,5063,5662,47.20745921
VA,Lancaster ,2018,0,10696,5051,5645,47.22326103
VA,Lancaster ,2019,0,10603,5010,5593,47.25077808
VA,Lee ,2015,0,24595,12897,11698,52.43748729
VA,Lee ,2016,0,24165,12622,11543,52.23256776
VA,Lee ,2017,0,23900,12436,11464,52.0334728
VA,Lee ,2018,0,23656,12297,11359,51.9825837
VA,Lee ,2019,0,23423,12215,11208,52.14959655
VA,Loudoun ,2015,0,374014,185259,188755,49.53263782
VA,Loudoun ,2016,0,385546,190922,194624,49.51990165
VA,Loudoun ,2017,0,397049,196773,200276,49.55887057
VA,Loudoun ,2018,0,405522,200940,204582,49.55094915
VA,Loudoun ,2019,0,413538,205164,208374,49.61188573
VA,Louisa ,2015,0,34611,17049,17562,49.25890613
VA,Louisa ,2016,0,35304,17426,17878,49.35984591
VA,Louisa ,2017,0,35912,17774,18138,49.49320561
VA,Louisa ,2018,0,36784,18190,18594,49.45084819
VA,Louisa ,2019,0,37591,18594,18997,49.46396744
VA,Lunenburg ,2015,0,12348,6507,5841,52.696793
VA,Lunenburg ,2016,0,12319,6523,5796,52.95072652
VA,Lunenburg ,2017,0,12333,6529,5804,52.93926863
VA,Lunenburg ,2018,0,12215,6468,5747,52.9512894
VA,Lunenburg ,2019,0,12196,6450,5746,52.88619219
VA,Madison ,2015,0,13047,6328,6719,48.50157124
VA,Madison ,2016,0,13081,6343,6738,48.49017659
VA,Madison ,2017,0,13212,6399,6813,48.43324251
VA,Madison ,2018,0,13248,6403,6845,48.33182367
VA,Madison ,2019,0,13261,6424,6837,48.4428022
VA,Mathews ,2015,0,8834,4274,4560,48.38125424
VA,Mathews ,2016,0,8769,4232,4537,48.26091915
VA,Mathews ,2017,0,8709,4209,4500,48.3293145
VA,Mathews ,2018,0,8792,4250,4542,48.33939945
VA,Mathews ,2019,0,8834,4277,4557,48.41521395
VA,Mecklenburg ,2015,0,30922,14946,15976,48.33451911
VA,Mecklenburg ,2016,0,30813,14960,15853,48.55093629
VA,Mecklenburg ,2017,0,30693,14954,15739,48.72120679
VA,Mecklenburg ,2018,0,30624,14905,15719,48.67097701
VA,Mecklenburg ,2019,0,30587,14899,15688,48.71023637
VA,Middlesex ,2015,0,10686,5279,5407,49.40108553
VA,Middlesex ,2016,0,10749,5267,5482,48.99990697
VA,Middlesex ,2017,0,10625,5173,5452,48.68705882
VA,Middlesex ,2018,0,10733,5254,5479,48.9518308
VA,Middlesex ,2019,0,10582,5191,5391,49.05499905
VA,Montgomery ,2015,0,97317,50560,46757,51.95392377
VA,Montgomery ,2016,0,98172,51015,47157,51.96491871
VA,Montgomery ,2017,0,98142,50884,47258,51.84732327
VA,Montgomery ,2018,0,98532,51081,47451,51.84204116
VA,Montgomery ,2019,0,98535,50976,47559,51.73390166
VA,Nelson ,2015,0,14760,7170,7590,48.57723577
VA,Nelson ,2016,0,14805,7199,7606,48.62546437
VA,Nelson ,2017,0,14800,7173,7627,48.46621622
VA,Nelson ,2018,0,14862,7176,7686,48.28421478
VA,Nelson ,2019,0,14930,7216,7714,48.33221701
VA,New Kent ,2015,0,20377,10383,9994,50.95450753
VA,New Kent ,2016,0,21009,10720,10289,51.02575087
VA,New Kent ,2017,0,21638,11029,10609,50.97051484
VA,New Kent ,2018,0,22317,11384,10933,51.01044047
VA,New Kent ,2019,0,23091,11758,11333,50.92027197
VA,Northampton ,2015,0,12080,5785,6295,47.88907285
VA,Northampton ,2016,0,12002,5741,6261,47.83369438
VA,Northampton ,2017,0,11872,5689,6183,47.91947439
VA,Northampton ,2018,0,11761,5610,6151,47.70002551
VA,Northampton ,2019,0,11710,5608,6102,47.89069172
VA,Northumberland ,2015,0,12241,6000,6241,49.0156033
VA,Northumberland ,2016,0,12176,5993,6183,49.21977661
VA,Northumberland ,2017,0,12271,6025,6246,49.09950289
VA,Northumberland ,2018,0,12168,5972,6196,49.07955293
VA,Northumberland ,2019,0,12095,5925,6170,48.98718479
VA,Nottoway ,2015,0,15606,8416,7190,53.92797642
VA,Nottoway ,2016,0,15495,8405,7090,54.24330429
VA,Nottoway ,2017,0,15432,8356,7076,54.14722654
VA,Nottoway ,2018,0,15400,8328,7072,54.07792208
VA,Nottoway ,2019,0,15232,8241,6991,54.10320378
VA,Orange ,2015,0,35178,17200,17978,48.89419524
VA,Orange ,2016,0,35354,17252,18102,48.79787294
VA,Orange ,2017,0,35870,17450,18420,48.64789518
VA,Orange ,2018,0,36598,17825,18773,48.70484726
VA,Orange ,2019,0,37051,18116,18935,48.89476667
VA,Page ,2015,0,23662,11682,11980,49.37029837
VA,Page ,2016,0,23619,11624,11995,49.21461535
VA,Page ,2017,0,23784,11733,12051,49.33148335
VA,Page ,2018,0,23972,11842,12130,49.39929918
VA,Page ,2019,0,23902,11826,12076,49.47703121
VA,Patrick ,2015,0,17960,8871,9089,49.39309577
VA,Patrick ,2016,0,17796,8788,9008,49.38188357
VA,Patrick ,2017,0,17713,8773,8940,49.52859482
VA,Patrick ,2018,0,17663,8741,8922,49.48762951
VA,Patrick ,2019,0,17608,8736,8872,49.6138119
VA,Pittsylvania ,2015,0,62010,30491,31519,49.17110144
VA,Pittsylvania ,2016,0,61704,30368,31336,49.21561001
VA,Pittsylvania ,2017,0,61309,30195,31114,49.25051787
VA,Pittsylvania ,2018,0,60901,30034,30867,49.31610318
VA,Pittsylvania ,2019,0,60354,29721,30633,49.2444577
VA,Powhatan ,2015,0,28056,14653,13403,52.22768748
VA,Powhatan ,2016,0,28443,14869,13574,52.27648279
VA,Powhatan ,2017,0,28716,14890,13826,51.85262571
VA,Powhatan ,2018,0,29210,15149,14061,51.8623759
VA,Powhatan ,2019,0,29652,15325,14327,51.68285444
VA,Prince Edward ,2015,0,23120,11534,11586,49.88754325
VA,Prince Edward ,2016,0,23020,11496,11524,49.93918332
VA,Prince Edward ,2017,0,22678,11297,11381,49.81479848
VA,Prince Edward ,2018,0,22906,11465,11441,50.05238802
VA,Prince Edward ,2019,0,22802,11400,11402,49.99561442
VA,Prince George ,2015,0,38246,21081,17165,55.11948962
VA,Prince George ,2016,0,37972,20616,17356,54.29263668
VA,Prince George ,2017,0,38006,20578,17428,54.14408251
VA,Prince George ,2018,0,37993,20442,17551,53.80464822
VA,Prince George ,2019,0,38353,20598,17755,53.70635935
VA,Prince William ,2015,0,450978,224857,226121,49.85986013
VA,Prince William ,2016,0,456496,227763,228733,49.89375591
VA,Prince William ,2017,0,463069,231589,231480,50.0117693
VA,Prince William ,2018,0,466235,233125,233110,50.00160863
VA,Prince William ,2019,0,470335,235142,235193,49.99457833
VA,Pulaski ,2015,0,34351,17150,17201,49.92576635
VA,Pulaski ,2016,0,34249,17145,17104,50.05985576
VA,Pulaski ,2017,0,34225,17147,17078,50.10080351
VA,Pulaski ,2018,0,34060,17042,17018,50.03523194
VA,Pulaski ,2019,0,34027,17053,16974,50.11608429
VA,Rappahannock ,2015,0,7400,3651,3749,49.33783784
VA,Rappahannock ,2016,0,7380,3645,3735,49.3902439
VA,Rappahannock ,2017,0,7393,3643,3750,49.27634249
VA,Rappahannock ,2018,0,7345,3606,3739,49.09462219
VA,Rappahannock ,2019,0,7370,3623,3747,49.1587517
VA,Richmond ,2015,0,8781,4874,3907,55.50620658
VA,Richmond ,2016,0,8758,4851,3907,55.3893583
VA,Richmond ,2017,0,8889,4989,3900,56.12554843
VA,Richmond ,2018,0,8970,5069,3901,56.51059086
VA,Richmond ,2019,0,9023,5092,3931,56.43355868
VA,Roanoke ,2015,0,93376,44867,48509,48.04982008
VA,Roanoke ,2016,0,93528,44984,48544,48.09682662
VA,Roanoke ,2017,0,93939,45259,48680,48.17913753
VA,Roanoke ,2018,0,94086,45346,48740,48.19633102
VA,Roanoke ,2019,0,94186,45381,48805,48.18232009
VA,Rockbridge ,2015,0,22396,11081,11315,49.47758528
VA,Rockbridge ,2016,0,22450,11152,11298,49.67483296
VA,Rockbridge ,2017,0,22668,11225,11443,49.51914593
VA,Rockbridge ,2018,0,22761,11246,11515,49.40907693
VA,Rockbridge ,2019,0,22573,11166,11407,49.46617641
VA,Rockingham ,2015,0,78445,38539,39906,49.12868889
VA,Rockingham ,2016,0,79367,39067,40300,49.2232288
VA,Rockingham ,2017,0,80397,39519,40878,49.15481921
VA,Rockingham ,2018,0,81261,40019,41242,49.24748649
VA,Rockingham ,2019,0,81948,40245,41703,49.11041148
VA,Russell ,2015,0,27854,13619,14235,48.89423422
VA,Russell ,2016,0,27422,13405,14017,48.88410765
VA,Russell ,2017,0,27046,13270,13776,49.06455668
VA,Russell ,2018,0,26795,13106,13689,48.91211047
VA,Russell ,2019,0,26586,12987,13599,48.84901828
VA,Scott ,2015,0,22296,11170,11126,50.09867241
VA,Scott ,2016,0,22082,11078,11004,50.16755729
VA,Scott ,2017,0,21893,10997,10896,50.23066734
VA,Scott ,2018,0,21672,10896,10776,50.27685493
VA,Scott ,2019,0,21566,10842,10724,50.27357878
VA,Shenandoah ,2015,0,42848,20946,21902,48.88442868
VA,Shenandoah ,2016,0,42907,21032,21875,49.01764281
VA,Shenandoah ,2017,0,43276,21216,22060,49.02486367
VA,Shenandoah ,2018,0,43473,21318,22155,49.03733352
VA,Shenandoah ,2019,0,43616,21400,22216,49.06456346
VA,Smyth ,2015,0,31419,15497,15922,49.32365766
VA,Smyth ,2016,0,31126,15295,15831,49.13898349
VA,Smyth ,2017,0,30731,15095,15636,49.11978133
VA,Smyth ,2018,0,30454,14950,15504,49.09043147
VA,Smyth ,2019,0,30104,14716,15388,48.88386925
VA,Southampton ,2015,0,18136,9418,8718,51.92986326
VA,Southampton ,2016,0,18080,9404,8676,52.01327434
VA,Southampton ,2017,0,17841,9267,8574,51.94215571
VA,Southampton ,2018,0,17713,9195,8518,51.9110258
VA,Southampton ,2019,0,17631,9117,8514,51.71005615
VA,Spotsylvania ,2015,0,129948,63861,66087,49.14350356
VA,Spotsylvania ,2016,0,131252,64546,66706,49.1771554
VA,Spotsylvania ,2017,0,132739,65221,67518,49.13476823
VA,Spotsylvania ,2018,0,134011,65870,68141,49.1526815
VA,Spotsylvania ,2019,0,136215,67033,69182,49.21117351
VA,Stafford ,2015,0,140868,70847,70021,50.29318227
VA,Stafford ,2016,0,143501,72442,71059,50.48187818
VA,Stafford ,2017,0,146792,74135,72657,50.50343343
VA,Stafford ,2018,0,149824,75640,74184,50.48590346
VA,Stafford ,2019,0,152882,77178,75704,50.48207114
VA,Surry ,2015,0,6671,3276,3395,49.10807975
VA,Surry ,2016,0,6554,3197,3357,48.77937138
VA,Surry ,2017,0,6503,3210,3293,49.361833
VA,Surry ,2018,0,6463,3193,3270,49.40430141
VA,Surry ,2019,0,6422,3186,3236,49.61071317
VA,Sussex ,2015,0,11692,6940,4752,59.35682518
VA,Sussex ,2016,0,11414,6735,4679,59.00648327
VA,Sussex ,2017,0,11379,6771,4608,59.50435012
VA,Sussex ,2018,0,11241,6656,4585,59.2118139
VA,Sussex ,2019,0,11159,6648,4511,59.57523076
VA,Tazewell ,2015,0,42905,21325,21580,49.70283184
VA,Tazewell ,2016,0,42155,20958,21197,49.71652236
VA,Tazewell ,2017,0,41303,20490,20813,49.60898724
VA,Tazewell ,2018,0,41058,20313,20745,49.47391495
VA,Tazewell ,2019,0,40595,20126,20469,49.57753418
VA,Warren ,2015,0,38716,19258,19458,49.74170885
VA,Warren ,2016,0,39165,19600,19565,50.04468275
VA,Warren ,2017,0,39409,19671,19738,49.91499404
VA,Warren ,2018,0,40006,19950,20056,49.86751987
VA,Warren ,2019,0,40164,20018,20146,49.84065332
VA,Washington ,2015,0,54268,26767,27501,49.32372669
VA,Washington ,2016,0,54100,26677,27423,49.31053604
VA,Washington ,2017,0,54179,26691,27488,49.26447517
VA,Washington ,2018,0,54067,26627,27440,49.24815507
VA,Washington ,2019,0,53740,26503,27237,49.31708225
VA,Westmoreland ,2015,0,17549,8575,8974,48.86318309
VA,Westmoreland ,2016,0,17649,8585,9064,48.64298261
VA,Westmoreland ,2017,0,17725,8618,9107,48.62059238
VA,Westmoreland ,2018,0,17817,8679,9138,48.71190436
VA,Westmoreland ,2019,0,18015,8789,9226,48.78712184
VA,Wise ,2015,0,39572,20575,18997,51.99383402
VA,Wise ,2016,0,39027,20252,18775,51.8922797
VA,Wise ,2017,0,38574,20126,18448,52.17504018
VA,Wise ,2018,0,37875,19722,18153,52.07128713
VA,Wise ,2019,0,37383,19475,17908,52.09587246
VA,Wythe ,2015,0,29097,14208,14889,48.82977627
VA,Wythe ,2016,0,28912,14126,14786,48.85860542
VA,Wythe ,2017,0,28829,14067,14762,48.79461653
VA,Wythe ,2018,0,28698,13997,14701,48.77343369
VA,Wythe ,2019,0,28684,14014,14670,48.85650537
VA,York ,2015,0,67802,33449,34353,49.333353
VA,York ,2016,0,67832,33282,34550,49.06533789
VA,York ,2017,0,68022,33375,34647,49.06500838
VA,York ,2018,0,67976,33286,34690,48.96728257
VA,York ,2019,0,68280,33516,34764,49.08611599
VA,Alexandria city,2015,0,153654,73973,79681,48.14258008
VA,Alexandria city,2016,0,156698,75564,81134,48.22269589
VA,Alexandria city,2017,0,159215,76842,82373,48.26304054
VA,Alexandria city,2018,0,159069,76671,82398,48.19983781
VA,Alexandria city,2019,0,159428,76899,82529,48.23431267
VA,Bristol city,2015,0,17146,8137,9009,47.45713286
VA,Bristol city,2016,0,17088,8096,8992,47.37827715
VA,Bristol city,2017,0,16880,8016,8864,47.48815166
VA,Bristol city,2018,0,16685,7908,8777,47.39586455
VA,Bristol city,2019,0,16762,7914,8848,47.21393628
VA,Buena Vista city,2015,0,6529,3017,3512,46.2092204
VA,Buena Vista city,2016,0,6435,2957,3478,45.95182595
VA,Buena Vista city,2017,0,6482,2990,3492,46.12773835
VA,Buena Vista city,2018,0,6494,3025,3469,46.58145981
VA,Buena Vista city,2019,0,6478,3026,3452,46.71194813
VA,Charlottesville city,2015,0,46301,22340,23961,48.24949785
VA,Charlottesville city,2016,0,46943,22677,24266,48.30752189
VA,Charlottesville city,2017,0,47463,22982,24481,48.42087521
VA,Charlottesville city,2018,0,47506,23036,24470,48.49071696
